class,tweet,CoNLL
11	,	_	,	,	_	-1	_	_	_
12	then	_	R	R	_	1	_	_	_
13	she	_	O	O	_	14	_	_	_
14	give	_	V	V	_	0	_	_	_
15	u	_	O	O	_	14	_	_	_
16	da	_	D	D	_	17	_	_	_
17	pussya	_	^	^	_	18	CONJ	_	_
18	and	_	&	&	_	12	_	_	_
19	the	_	D	D	_	20	_	_	_
20	shit	_	N	N	_	18	CONJ	_	_
21	weak	_	A	A	_	20	_	_	_
22	.	_	,	,	_	-1	_	_	_
23	damn	_	!	!	_	0	_	_	_
24	.	_	,	,	_	-1	_	_	_"
1, bitch please ,"1	bitch	_	N	N	_	2	_	_	_
2	please	_	V	V	_	0	_	_	_"
1,"exes swear they can do better, then you see their next bitch ..... ","1	exes	_	N	N	_	2	_	_	_
2	swear	_	V	V	_	0	_	_	_
3	they	_	O	O	_	4	_	_	_
4	can	_	V	V	_	2	_	_	_
5	do	_	V	V	_	4	_	_	_
6	better	_	A	A	_	5	_	_	_
7	,	_	,	,	_	-1	_	_	_
8	then	_	R	R	_	0	_	_	_
9	you	_	O	O	_	10	_	_	_
10	see	_	V	V	_	8	_	_	_
11	their	_	D	D	_	13	_	_	_
12	next	_	A	A	_	13	_	_	_
13	bitch	_	N	N	_	10	_	_	_
14	.....	_	,	,	_	-1	_	_	_"
-1,"i'm going to sell my iphone and both my macs, i don't support faggots.","1	i'm	_	L	L	_	0	_	_	_
2	going	_	V	V	_	1	_	_	_
3	to	_	P	P	_	2	_	_	_
4	sell	_	V	V	_	3	_	_	_
5	my	_	D	D	_	6	_	_	_
6	iphone	_	N	N	_	7	CONJ	_	_
7	and	_	&	&	_	4	_	_	_
8	both	_	O	O	_	7	CONJ	_	_
9	my	_	D	D	_	10	_	_	_
10	macs	_	N	N	_	8	_	_	_
11	,	_	,	,	_	-1	_	_	_
12	i	_	O	O	_	13	_	_	_
13	don't	_	V	V	_	0	_	_	_
14	support	_	V	V	_	13	_	_	_
15	faggots	_	N	N	_	14	_	_	_
16	.	_	,	,	_	-1	_	_	_"
1, obispo ho. we'll do it big,"1	obispo	_	^	^	_	0	_	_	_
2	ho	_	!	!	_	0	_	_	_
3	.	_	,	,	_	-1	_	_	_
4	we'll	_	L	L	_	0	_	_	_
5	do	_	V	V	_	4	_	_	_
6	it	_	O	O	_	5	_	_	_
7	big	_	A	A	_	5	_	_	_"
1,  yeen suckin yeen fuckin watchu doin hoe ?,"1	yeen	_	O	O	_	2	_	_	_
2	suckin	_	V	V	_	0	_	_	_
3	yeen	_	O	O	_	2	_	_	_
4	fuckin	_	V	V	_	2	_	_	_
5	watchu	_	O	O	_	6	_	_	_
6	doin	_	V	V	_	4	_	_	_
7	hoe	_	N	N	_	6	_	_	_
8	?	_	,	,	_	-1	_	_	_"
1,i hate those kids in your class that are always complaining and just being a bitch/douche to the teacher,"1	i	_	O	O	_	2	_	_	_
2	hate	_	V	V	_	0	_	_	_
3	those	_	D	D	_	4	_	_	_
4	kids	_	N	N	_	2	_	_	_
5	in	_	P	P	_	4	_	_	_
6	your	_	D	D	_	7	_	_	_
7	class	_	N	N	_	5	_	_	_
8	that	_	P	P	_	2	_	_	_
9	are	_	V	V	_	12	CONJ	_	_
10	always	_	R	R	_	11	_	_	_
11	complaining	_	V	V	_	9	_	_	_
12	and	_	&	&	_	8	_	_	_
13	just	_	R	R	_	14	_	_	_
14	being	_	V	V	_	12	CONJ	_	_
15	a	_	D	D	_	16	_	_	_
16	bitch/douche	_	N	N	_	14	_	_	_
17	to	_	P	P	_	16	_	_	_
18	the	_	D	D	_	19	_	_	_
19	teacher	_	N	N	_	17	_	_	_"
-1,   you need to accept the fact that you're both hipster faggots.,"1	you	_	O	O	_	2	_	_	_
2	need	_	V	V	_	0	_	_	_
3	to	_	P	P	_	2	_	_	_
4	accept	_	V	V	_	3	_	_	_
5	the	_	D	D	_	6	_	_	_
6	fact	_	N	N	_	4	_	_	_
7	that	_	P	P	_	6	_	_	_
8	you're	_	L	L	_	7	_	_	_
9	both	_	D	D	_	11	_	_	_
10	hipster	_	N	N	_	11	_	_	_
11	faggots	_	N	N	_	8	_	_	_
12	.	_	,	,	_	-1	_	_	_"
-1,"  neveraskablackperson if her hair is hers . she will hit you with a bitch i bought it , so it's mine .","1	neveraskablackperson	_	^	^	_	9	_	_	_
2	if	_	P	P	_	9	_	_	_
3	her	_	D	D	_	4	_	_	_
4	hair	_	N	N	_	5	_	_	_
5	is	_	V	V	_	2	_	_	_
6	hers	_	O	O	_	5	_	_	_
7	.	_	,	,	_	-1	_	_	_
8	she	_	O	O	_	9	_	_	_
9	will	_	V	V	_	0	_	_	_
10	hit	_	V	V	_	9	_	_	_
11	you	_	O	O	_	10	_	_	_
12	with	_	P	P	_	10	_	_	_
13	a	_	D	D	_	14	_	_	_
14	bitch	_	N	N	_	12	_	_	_
15	i	_	O	O	_	16	_	_	_
16	bought	_	V	V	_	0	_	_	_
17	it	_	O	O	_	16	_	_	_
18	,	_	,	,	_	-1	_	_	_
19	so	_	P	P	_	0	_	_	_
20	it's	_	L	L	_	19	_	_	_
21	mine	_	O	O	_	20	_	_	_
22	.	_	,	,	_	-1	_	_	_"
-1,on upenn campus all the black chicks here are trash but they're gonna be paid,"1	on	_	P	P	_	0	_	_	_
2	upenn	_	^	^	_	3	MWE	_	_
3	campus	_	^	^	_	1	_	_	_
4	all	_	X	X	_	5	_	_	_
5	the	_	D	D	_	7	_	_	_
6	black	_	A	A	_	7	_	_	_
7	chicks	_	N	N	_	9	_	_	_
8	here	_	R	R	_	9	_	_	_
9	are	_	V	V	_	11	CONJ	_	_
10	trash	_	N	N	_	9	_	_	_
11	but	_	&	&	_	0	_	_	_
12	they're	_	L	L	_	11	CONJ	_	_
13	gonna	_	V	V	_	12	_	_	_
14	be	_	V	V	_	13	_	_	_
15	paid	_	V	V	_	14	_	_	_"
1,silly bitch shit never sleeps huh..,"1	silly	_	A	A	_	3	_	_	_
2	bitch	_	N	N	_	3	_	_	_
3	shit	_	N	N	_	0	_	_	_
4	never	_	R	R	_	5	_	_	_
5	sleeps	_	V	V	_	0	_	_	_
6	huh	_	!	!	_	5	_	_	_
7	..	_	,	,	_	-1	_	_	_"
-1,fuck mlk   why does lexii keep favoriting my coon tweets ? mlk didnt die for this,"1	fuck	_	V	V	_	0	_	_	_
2	mlk	_	N	N	_	1	_	_	_
3	why	_	R	R	_	4	_	_	_
4	does	_	V	V	_	1	_	_	_
5	lexii	_	N	N	_	4	_	_	_
6	keep	_	V	V	_	4	_	_	_
7	favoriting	_	V	V	_	6	_	_	_
8	my	_	D	D	_	10	_	_	_
9	coon	_	N	N	_	10	_	_	_
10	tweets	_	N	N	_	7	_	_	_
11	?	_	,	,	_	-1	_	_	_
12	mlk	_	N	N	_	13	_	_	_
13	didnt	_	V	V	_	0	_	_	_
14	die	_	V	V	_	13	_	_	_
15	for	_	P	P	_	14	_	_	_
16	this	_	O	O	_	15	_	_	_"
-1,"fuck that niggah he so weak, he cant tell that you a freak","1	fuck	_	V	V	_	0	_	_	_
2	that	_	D	D	_	3	_	_	_
3	niggah	_	N	N	_	1	_	_	_
4	he	_	O	O	_	6	_	_	_
5	so	_	R	R	_	6	_	_	_
6	weak	_	A	A	_	3	_	_	_
7	,	_	,	,	_	-1	_	_	_
8	he	_	O	O	_	9	_	_	_
9	cant	_	V	V	_	0	_	_	_
10	tell	_	V	V	_	9	_	_	_
11	that	_	P	P	_	10	_	_	_
12	you	_	O	O	_	11	_	_	_
13	a	_	D	D	_	14	_	_	_
14	freak	_	N	N	_	10	_	_	_"
1,i swear i heard that bitch creak,"1	i	_	O	O	_	2	_	_	_
2	swear	_	V	V	_	0	_	_	_
3	i	_	O	O	_	4	_	_	_
4	heard	_	V	V	_	2	_	_	_
5	that	_	D	D	_	7	_	_	_
6	bitch	_	N	N	_	7	_	_	_
7	creak	_	N	N	_	4	_	_	_"
1,i'm sticking with  theory that black pussy tastes like strawberry milk.,"1	i'm	_	L	L	_	0	_	_	_
2	sticking	_	V	V	_	1	_	_	_
3	with	_	P	P	_	2	_	_	_
4	theory	_	N	N	_	3	_	_	_
5	that	_	P	P	_	4	_	_	_
6	black	_	A	A	_	7	_	_	_
7	pussy	_	N	N	_	8	_	_	_
8	tastes	_	V	V	_	5	_	_	_
9	like	_	P	P	_	8	_	_	_
10	strawberry	_	N	N	_	11	_	_	_
11	milk	_	N	N	_	9	_	_	_
12	.	_	,	,	_	-1	_	_	_"
1,"good day, honkies. ...i said good day ...honkies.","1	good	_	A	A	_	2	_	_	_
2	day	_	N	N	_	0	_	_	_
3	,	_	,	,	_	-1	_	_	_
4	honkies	_	N	N	_	0	_	_	_
5	.	_	,	,	_	-1	_	_	_
6	...	_	,	,	_	-1	_	_	_
7	i	_	O	O	_	8	_	_	_
8	said	_	V	V	_	0	_	_	_
9	good	_	A	A	_	10	_	_	_
10	day	_	N	N	_	8	_	_	_
11	...	_	,	,	_	-1	_	_	_
12	honkies	_	N	N	_	0	_	_	_
13	.	_	,	,	_	-1	_	_	_"
1,  when you see bae retweet or mention some hoe ,"1	when	_	R	R	_	3	_	_	_
2	you	_	O	O	_	3	_	_	_
3	see	_	V	V	_	6	CONJ	_	_
4	bae	_	N	N	_	3	_	_	_
5	retweet	_	V	V	_	6	CONJ	_	_
6	or	_	&	&	_	0	_	_	_
7	mention	_	V	V	_	6	CONJ	_	_
8	some	_	D	D	_	9	_	_	_
9	hoe	_	N	N	_	7	_	_	_"
1,"  buzzfeed males who live in the city and buy meat under plastic, mock girls who use guns and go hunting. who is more manly?","1	buzzfeed	_	^	^	_	2	_	_	_
2	males	_	N	N	_	8	CONJ	_	_
3	who	_	O	O	_	4	_	_	_
4	live	_	V	V	_	2	_	_	_
5	in	_	P	P	_	4	_	_	_
6	the	_	D	D	_	7	_	_	_
7	city	_	N	N	_	5	_	_	_
8	and	_	&	&	_	0	_	_	_
9	buy	_	V	V	_	8	CONJ	_	_
10	meat	_	N	N	_	9	_	_	_
11	under	_	P	P	_	9	_	_	_
12	plastic	_	N	N	_	11	_	_	_
13	,	_	,	,	_	-1	_	_	_
14	mock	_	A	A	_	15	_	_	_
15	girls	_	N	N	_	19	CONJ	_	_
16	who	_	O	O	_	17	_	_	_
17	use	_	V	V	_	15	_	_	_
18	guns	_	N	N	_	17	_	_	_
19	and	_	&	&	_	0	_	_	_
20	go	_	V	V	_	19	CONJ	_	_
21	hunting	_	N	N	_	20	_	_	_
22	.	_	,	,	_	-1	_	_	_
23	who	_	O	O	_	24	_	_	_
24	is	_	V	V	_	0	_	_	_
25	more	_	R	R	_	26	_	_	_
26	manly	_	A	A	_	24	_	_	_
27	?	_	,	,	_	-1	_	_	_"
-1,  lmaoo   that's a legal tackle faggot   seriously? ,"1	lmaoo	_	!	!	_	0	_	_	_
2	that's	_	L	L	_	0	_	_	_
3	a	_	D	D	_	6	_	_	_
4	legal	_	A	A	_	6	_	_	_
5	tackle	_	N	N	_	6	_	_	_
6	faggot	_	N	N	_	2	_	_	_
7	seriously	_	R	R	_	2	_	_	_
8	?	_	,	,	_	-1	_	_	_"
1,im thinkin about using this beat and yeah i made it too bitch lol ,"1	im	_	L	L	_	0	_	_	_
2	thinkin	_	V	V	_	1	_	_	_
3	about	_	P	P	_	2	_	_	_
4	using	_	V	V	_	3	_	_	_
5	this	_	D	D	_	6	_	_	_
6	beat	_	N	N	_	4	_	_	_
7	and	_	&	&	_	4	_	_	_
8	yeah	_	!	!	_	0	_	_	_
9	i	_	O	O	_	10	_	_	_
10	made	_	V	V	_	0	_	_	_
11	it	_	O	O	_	10	_	_	_
12	too	_	R	R	_	13	_	_	_
13	bitch	_	N	N	_	10	_	_	_
14	lol	_	!	!	_	0	_	_	_"
1, next year bitches is gonna be like you gotta promise you won't expose me ,"1	next	_	A	A	_	3	_	_	_
2	year	_	N	N	_	3	_	_	_
3	bitches	_	N	N	_	4	_	_	_
4	is	_	V	V	_	0	_	_	_
5	gonna	_	V	V	_	4	_	_	_
6	be	_	V	V	_	5	_	_	_
7	like	_	P	P	_	6	_	_	_
8	you	_	O	O	_	9	_	_	_
9	gotta	_	V	V	_	7	_	_	_
10	promise	_	V	V	_	9	_	_	_
11	you	_	O	O	_	12	_	_	_
12	won't	_	V	V	_	10	_	_	_
13	expose	_	V	V	_	12	_	_	_
14	me	_	O	O	_	13	_	_	_"
1, right in the pussy,"1	right	_	R	R	_	2	_	_	_
2	in	_	P	P	_	0	_	_	_
3	the	_	D	D	_	4	_	_	_
4	pussy	_	N	N	_	2	_	_	_"
-1,"  to the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. rot in hell, faggots.","1	to	_	P	P	_	0	_	_	_
2	the	_	D	D	_	3	_	_	_
3	rejects	_	N	N	_	1	_	_	_
4	who	_	O	O	_	6	_	_	_
5	constantly	_	R	R	_	6	_	_	_
6	call	_	V	V	_	0	_	_	_
7	my	_	D	D	_	8	_	_	_
8	house	_	N	N	_	9	CONJ	_	_
9	and	_	&	&	_	6	_	_	_
10	are	_	V	V	_	9	CONJ	_	_
11	threatening	_	V	V	_	10	_	_	_
12	to	_	P	P	_	11	_	_	_
13	rape	_	V	V	_	12	_	_	_
14	my	_	D	D	_	15	_	_	_
15	mom	_	N	N	_	13	_	_	_
16	,	_	,	,	_	-1	_	_	_
17	karma's	_	L	L	_	0	_	_	_
18	a	_	D	D	_	19	_	_	_
19	bitch	_	N	N	_	17	_	_	_
20	.	_	,	,	_	-1	_	_	_
21	rot	_	V	V	_	0	_	_	_
22	in	_	P	P	_	21	_	_	_
23	hell	_	N	N	_	22	_	_	_
24	,	_	,	,	_	-1	_	_	_
25	faggots	_	N	N	_	0	_	_	_
26	.	_	,	,	_	-1	_	_	_"
-1,  ur fucking white trash,"1	ur	_	D	D	_	4	_	_	_
2	fucking	_	A	A	_	4	_	_	_
3	white	_	A	A	_	4	_	_	_
4	trash	_	N	N	_	0	_	_	_"
-1, nah dude mostly just sound like a faggot,"1	nah	_	!	!	_	0	_	_	_
2	dude	_	N	N	_	5	_	_	_
3	mostly	_	R	R	_	4	_	_	_
4	just	_	R	R	_	5	_	_	_
5	sound	_	V	V	_	0	_	_	_
6	like	_	P	P	_	5	_	_	_
7	a	_	D	D	_	8	_	_	_
8	faggot	_	N	N	_	6	_	_	_"
1,  bitch i want it all,"1	bitch	_	N	N	_	0	_	_	_
2	i	_	O	O	_	3	_	_	_
3	want	_	V	V	_	0	_	_	_
4	it	_	O	O	_	3	_	_	_
5	all	_	D	D	_	4	_	_	_"
-1, you aint special niglet   when i'm chilling wit greg ppl walk up to me to ask me to take picshatin,"1	you	_	O	O	_	2	_	_	_
2	aint	_	V	V	_	0	_	_	_
3	special	_	A	A	_	4	_	_	_
4	niglet	_	N	N	_	2	_	_	_
5	when	_	R	R	_	11	_	_	_
6	i'm	_	L	L	_	5	_	_	_
7	chilling	_	V	V	_	6	_	_	_
8	wit	_	P	P	_	7	_	_	_
9	greg	_	^	^	_	10	_	_	_
10	ppl	_	N	N	_	8	_	_	_
11	walk	_	V	V	_	0	_	_	_
12	up	_	T	T	_	11	MWE	_	_
13	to	_	P	P	_	11	_	_	_
14	me	_	O	O	_	13	_	_	_
15	to	_	P	P	_	11	_	_	_
16	ask	_	V	V	_	15	_	_	_
17	me	_	O	O	_	16	_	_	_
18	to	_	P	P	_	16	_	_	_
19	take	_	V	V	_	18	_	_	_
20	picshatin	_	T	T	_	19	_	_	_"
1,this hair screams bitch,"1	this	_	D	D	_	2	_	_	_
2	hair	_	N	N	_	3	_	_	_
3	screams	_	V	V	_	0	_	_	_
4	bitch	_	N	N	_	3	_	_	_"
1,"  get to bed, bitches, and only dream happy dreams.","1	get	_	V	V	_	0	_	_	_
2	to	_	P	P	_	1	_	_	_
3	bed	_	N	N	_	2	_	_	_
4	,	_	,	,	_	-1	_	_	_
5	bitches	_	N	N	_	7	CONJ	_	_
6	,	_	,	,	_	-1	_	_	_
7	and	_	&	&	_	0	_	_	_
8	only	_	A	A	_	9	_	_	_
9	dream	_	V	V	_	7	CONJ	_	_
10	happy	_	A	A	_	11	_	_	_
11	dreams	_	N	N	_	9	_	_	_
12	.	_	,	,	_	-1	_	_	_"
-1,diversity: chcgo blck pstr flooded w/ dth threats ovr endorsement of gop candidate: u sellout uncle tom ass n*gger ,"1	diversity	_	N	N	_	0	_	_	_
2	:	_	,	,	_	-1	_	_	_
3	chcgo	_	^	^	_	4	MWE	_	_
4	blck	_	^	^	_	5	_	_	_
5	pstr	_	N	N	_	6	_	_	_
6	flooded	_	V	V	_	0	_	_	_
7	w/	_	P	P	_	6	_	_	_
8	dth	_	N	N	_	9	_	_	_
9	threats	_	N	N	_	7	_	_	_
10	ovr	_	P	P	_	6	_	_	_
11	endorsement	_	N	N	_	10	_	_	_
12	of	_	P	P	_	11	_	_	_
13	gop	_	^	^	_	14	_	_	_
14	candidate	_	N	N	_	12	_	_	_
15	:	_	,	,	_	-1	_	_	_
16	u	_	O	O	_	17	_	_	_
17	sellout	_	N	N	_	18	_	_	_
18	uncle	_	N	N	_	20	_	_	_
19	tom	_	^	^	_	20	_	_	_
20	ass	_	N	N	_	21	_	_	_
21	n*gger	_	&	&	_	0	_	_	_"
-1,  automatically suspicious of white folk who try too hard to show they like us darkies.,"1	automatically	_	R	R	_	2	_	_	_
2	suspicious	_	A	A	_	0	_	_	_
3	of	_	P	P	_	2	_	_	_
4	white	_	A	A	_	5	_	_	_
5	folk	_	N	N	_	3	_	_	_
6	who	_	O	O	_	7	_	_	_
7	try	_	V	V	_	5	_	_	_
8	too	_	R	R	_	9	_	_	_
9	hard	_	A	A	_	7	_	_	_
10	to	_	P	P	_	7	_	_	_
11	show	_	V	V	_	10	_	_	_
12	they	_	O	O	_	13	_	_	_
13	like	_	V	V	_	11	_	_	_
14	us	_	O	O	_	13	_	_	_
15	darkies	_	N	N	_	13	_	_	_
16	.	_	,	,	_	-1	_	_	_"
-1,every spic cop should be killed. those pigs only got their job to 'get even' but white people never did anything to them.,"1	every	_	D	D	_	3	_	_	_
2	spic	_	N	N	_	3	_	_	_
3	cop	_	N	N	_	4	_	_	_
4	should	_	V	V	_	0	_	_	_
5	be	_	V	V	_	4	_	_	_
6	killed	_	V	V	_	5	_	_	_
7	.	_	,	,	_	-1	_	_	_
8	those	_	D	D	_	9	_	_	_
9	pigs	_	N	N	_	11	_	_	_
10	only	_	R	R	_	11	_	_	_
11	got	_	V	V	_	0	_	_	_
12	their	_	D	D	_	13	_	_	_
13	job	_	N	N	_	11	_	_	_
14	to	_	P	P	_	11	_	_	_
15	'	_	,	,	_	-1	_	_	_
16	get	_	V	V	_	19	CONJ	_	_
17	even	_	R	R	_	16	_	_	_
18	'	_	,	,	_	-1	_	_	_
19	but	_	&	&	_	0	_	_	_
20	white	_	A	A	_	21	_	_	_
21	people	_	N	N	_	23	_	_	_
22	never	_	R	R	_	23	_	_	_
23	did	_	V	V	_	19	CONJ	_	_
24	anything	_	N	N	_	23	_	_	_
25	to	_	P	P	_	24	_	_	_
26	them	_	O	O	_	25	_	_	_
27	.	_	,	,	_	-1	_	_	_"
-1,"jason admitted you're a stuck up bitch lol, which you are. think you're so much better than everycunt, naaaaa","1	jason	_	^	^	_	2	_	_	_
2	admitted	_	V	V	_	0	_	_	_
3	you're	_	L	L	_	2	_	_	_
4	a	_	D	D	_	5	_	_	_
5	stuck	_	N	N	_	3	_	_	_
6	up	_	T	T	_	5	MWE	_	_
7	bitch	_	N	N	_	2	_	_	_
8	lol	_	!	!	_	0	_	_	_
9	,	_	,	,	_	-1	_	_	_
10	which	_	D	D	_	12	_	_	_
11	you	_	O	O	_	12	_	_	_
12	are	_	V	V	_	0	_	_	_
13	.	_	,	,	_	-1	_	_	_
14	think	_	V	V	_	0	_	_	_
15	you're	_	L	L	_	14	_	_	_
16	so	_	R	R	_	17	_	_	_
17	much	_	R	R	_	18	_	_	_
18	better	_	A	A	_	15	_	_	_
19	than	_	P	P	_	18	_	_	_
20	everycunt	_	N	N	_	19	_	_	_
21	,	_	,	,	_	-1	_	_	_
22	naaaaa	_	!	!	_	0	_	_	_"
1,3-0-0 bitches fuck wid me,"1	3-	_	$	$	_	2	_	_	_
2	0-0	_	$	$	_	3	_	_	_
3	bitches	_	N	N	_	4	_	_	_
4	fuck	_	V	V	_	0	_	_	_
5	wid	_	P	P	_	4	_	_	_
6	me	_	O	O	_	5	_	_	_"
1,    top notch bitches,"1	top	_	A	A	_	3	_	_	_
2	notch	_	N	N	_	3	_	_	_
3	bitches	_	N	N	_	0	_	_	_"
-1, suck my dick tacos el negro better,"1	suck	_	V	V	_	0	_	_	_
2	my	_	D	D	_	4	_	_	_
3	dick	_	N	N	_	4	_	_	_
4	tacos	_	N	N	_	1	_	_	_
5	el	_	G	G	_	0	_	_	_
6	negro	_	N	N	_	1	_	_	_
7	better	_	A	A	_	6	_	_	_"
-1, fag,1	fag	_	N	N	_	0	_	_	_
-1,    go back to lego club faggot,"1	go	_	V	V	_	0	_	_	_
2	back	_	R	R	_	1	_	_	_
3	to	_	P	P	_	1	_	_	_
4	lego	_	^	^	_	6	_	_	_
5	club	_	N	N	_	6	_	_	_
6	faggot	_	N	N	_	3	_	_	_"
1,"dress shirt, saggy jeans, backwards yankee hat now that's lifting swag","1	dress	_	N	N	_	2	_	_	_
2	shirt	_	N	N	_	0	_	_	_
3	,	_	,	,	_	-1	_	_	_
4	saggy	_	A	A	_	5	_	_	_
5	jeans	_	N	N	_	0	_	_	_
6	,	_	,	,	_	-1	_	_	_
7	backwards	_	R	R	_	8	_	_	_
8	yankee	_	A	A	_	9	_	_	_
9	hat	_	N	N	_	0	_	_	_
10	now	_	R	R	_	9	_	_	_
11	that's	_	L	L	_	0	_	_	_
12	lifting	_	V	V	_	11	_	_	_
13	swag	_	N	N	_	12	_	_	_"
-1, be gone my nigguh,"1	be	_	V	V	_	0	_	_	_
2	gone	_	V	V	_	1	_	_	_
3	my	_	D	D	_	4	_	_	_
4	nigguh	_	N	N	_	2	_	_	_"
1,  the best way to avoid a tsunami of extramarital pussy is to wear sneakers on your daily commute. also using the word sneake,"1	the	_	D	D	_	3	_	_	_
2	best	_	A	A	_	3	_	_	_
3	way	_	N	N	_	11	_	_	_
4	to	_	P	P	_	3	_	_	_
5	avoid	_	V	V	_	4	_	_	_
6	a	_	D	D	_	7	_	_	_
7	tsunami	_	N	N	_	5	_	_	_
8	of	_	P	P	_	7	_	_	_
9	extramarital	_	A	A	_	10	_	_	_
10	pussy	_	N	N	_	8	_	_	_
11	is	_	V	V	_	0	_	_	_
12	to	_	P	P	_	11	_	_	_
13	wear	_	V	V	_	12	_	_	_
14	sneakers	_	N	N	_	13	_	_	_
15	on	_	P	P	_	13	_	_	_
16	your	_	D	D	_	18	_	_	_
17	daily	_	A	A	_	18	_	_	_
18	commute	_	N	N	_	15	_	_	_
19	.	_	,	,	_	-1	_	_	_
20	also	_	R	R	_	21	_	_	_
21	using	_	V	V	_	0	_	_	_
22	the	_	D	D	_	23	_	_	_
23	word	_	N	N	_	24	_	_	_
24	sneake	_	V	V	_	21	_	_	_"
1,don't try and pull that fake friend shit on me bitch.,"1	don't	_	V	V	_	0	_	_	_
2	try	_	V	V	_	3	CONJ	_	_
3	and	_	&	&	_	1	_	_	_
4	pull	_	V	V	_	3	CONJ	_	_
5	that	_	D	D	_	6	_	_	_
6	fake	_	A	A	_	8	_	_	_
7	friend	_	N	N	_	8	_	_	_
8	shit	_	N	N	_	4	_	_	_
9	on	_	P	P	_	8	_	_	_
10	me	_	O	O	_	9	_	_	_
11	bitch	_	N	N	_	9	_	_	_
12	.	_	,	,	_	-1	_	_	_"
-1,hey go look at that video of the man that found the kidnapped girls in ohio........what a nigger - shitmybosssays,"1	hey	_	!	!	_	0	_	_	_
2	go	_	V	V	_	0	_	_	_
3	look	_	V	V	_	2	_	_	_
4	at	_	P	P	_	3	_	_	_
5	that	_	D	D	_	6	_	_	_
6	video	_	N	N	_	4	_	_	_
7	of	_	P	P	_	6	_	_	_
8	the	_	D	D	_	9	_	_	_
9	man	_	N	N	_	7	_	_	_
10	that	_	P	P	_	9	_	_	_
11	found	_	V	V	_	10	_	_	_
12	the	_	D	D	_	14	_	_	_
13	kidnapped	_	A	A	_	14	_	_	_
14	girls	_	N	N	_	11	_	_	_
15	in	_	P	P	_	11	_	_	_
16	ohio	_	^	^	_	15	_	_	_
17	........	_	,	,	_	-1	_	_	_
18	what	_	O	O	_	0	_	_	_
19	a	_	D	D	_	20	_	_	_
20	nigger	_	N	N	_	18	_	_	_
21	-	_	,	,	_	-1	_	_	_
22	shitmybosssays	_	N	N	_	0	_	_	_"
-1,    my nig,"1	my	_	D	D	_	2	_	_	_
2	nig	_	N	N	_	0	_	_	_"
-1, stay talking defending your fuckboy ass boyfriend or what? go suck him off while youre at it faggot,"1	stay	_	V	V	_	0	_	_	_
2	talking	_	V	V	_	1	_	_	_
3	defending	_	V	V	_	8	CONJ	_	_
4	your	_	D	D	_	7	_	_	_
5	fuckboy	_	N	N	_	7	_	_	_
6	ass	_	N	N	_	7	_	_	_
7	boyfriend	_	N	N	_	3	_	_	_
8	or	_	&	&	_	0	_	_	_
9	what	_	O	O	_	8	_	_	_
10	?	_	,	,	_	-1	_	_	_
11	go	_	V	V	_	0	_	_	_
12	suck	_	V	V	_	11	_	_	_
13	him	_	O	O	_	12	_	_	_
14	off	_	R	R	_	12	_	_	_
15	while	_	P	P	_	12	_	_	_
16	youre	_	L	L	_	15	_	_	_
17	at	_	P	P	_	16	_	_	_
18	it	_	O	O	_	19	_	_	_
19	faggot	_	N	N	_	17	_	_	_"
-1,can't take u coons nowhere ; i mean nowhere,"1	can't	_	V	V	_	0	_	_	_
2	take	_	V	V	_	1	_	_	_
3	u	_	O	O	_	2	_	_	_
4	coons	_	N	N	_	2	_	_	_
5	nowhere	_	R	R	_	2	_	_	_
6	;	_	,	,	_	-1	_	_	_
7	i	_	O	O	_	8	_	_	_
8	mean	_	V	V	_	0	_	_	_
9	nowhere	_	R	R	_	8	_	_	_"
-1, that's not even a real word must have hit a blunt and started making up shit with your nigger ass lol,"1	that's	_	L	L	_	0	_	_	_
2	not	_	R	R	_	1	_	_	_
3	even	_	R	R	_	1	_	_	_
4	a	_	D	D	_	6	_	_	_
5	real	_	A	A	_	6	_	_	_
6	word	_	N	N	_	7	_	_	_
7	must	_	V	V	_	0	_	_	_
8	have	_	V	V	_	7	_	_	_
9	hit	_	V	V	_	12	CONJ	_	_
10	a	_	D	D	_	11	_	_	_
11	blunt	_	A	A	_	9	_	_	_
12	and	_	&	&	_	7	_	_	_
13	started	_	V	V	_	12	CONJ	_	_
14	making	_	V	V	_	13	_	_	_
15	up	_	T	T	_	14	MWE	_	_
16	shit	_	N	N	_	14	_	_	_
17	with	_	P	P	_	16	_	_	_
18	your	_	D	D	_	20	_	_	_
19	nigger	_	N	N	_	20	_	_	_
20	ass	_	N	N	_	17	_	_	_
21	lol	_	!	!	_	0	_	_	_"
-1,"we hate niggers, we hate faggots and we hate spics-kkk rally","1	we	_	O	O	_	2	_	_	_
2	hate	_	V	V	_	0	_	_	_
3	niggers	_	N	N	_	2	_	_	_
4	,	_	,	,	_	-1	_	_	_
5	we	_	O	O	_	6	_	_	_
6	hate	_	V	V	_	8	CONJ	_	_
7	faggots	_	N	N	_	6	_	_	_
8	and	_	&	&	_	0	_	_	_
9	we	_	O	O	_	10	_	_	_
10	hate	_	V	V	_	8	CONJ	_	_
11	spics-kkk	_	N	N	_	12	_	_	_
12	rally	_	N	N	_	10	_	_	_"
-1,   cracker jack shut the fuck up,"1	cracker	_	^	^	_	2	MWE	_	_
2	jack	_	^	^	_	3	_	_	_
3	shut	_	V	V	_	0	_	_	_
